IPAddress,Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,PID,treatment,read timer_First Click,read timer_Last Click,read timer_Page Submit,read timer_Click Count,exp timer_First Click,exp timer_Last Click,exp timer_Page Submit,exp timer_Click Count,allocate1,allocate2,allocate3,timer token First Click,timer token Last Click,timer token Page Submit,timer token Click Count,why,timer why First Click,timerwhyLast Click,timerwhyPage Submit,timer whyClick Count,mancheck1,norms,norms timer_First Click,norms timer_Last Click,norms timer_Page Submit,norms timer_Click Count,EE1,belief timer First Click,belief timer Last Click,belief timer Page Submit,belief timer Click Count,RiskBattery_1,IE-4 LOC_1,IE-4 LOC_2,IE-4 LOC_3,IE-4 LOC_5,DUREL 1_1,DUREL 2,durel 3_1,durel 3_2,durel 3_3,heart,Age,politics,religaffil,otherreligion,arm,Total approvals,Age2,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
67.161.33.168,608,8/24/26 11:12,R_7Tu8NUrRrSLMkPu,37.1261,-122.1222,68114b50b766b8f5b3b6cc8e,cosmo,0,0,51.794,0,0,0,10.773,0,20,20,60,36.162,49.819,53.146,5,I dont think anyone really knows and how could they There is no person that has been around long enough to even give a good guess,8.047,49.667,113.02199999999999,2,2,4,56.827,69.94,71.959,2,62,17.179,18.379,19.972,2,38,1,5,5,2,0,1,5,5,5,1,55,55,11,Im not a religious person,2,6071,55,Male,White,United States,United States,United States,English,No,Part-Time
184.164.188.168,633,8/24/26 11:07,R_3FacESXVG4ggLaA,25.9442,-80.1406,681269c2ef9ca43142682cf6,cosmo,0,0,73.053,0,0,0,23.044,0,10,80,10,25.085,29.805,34.37,2,I believe in science which includes the laws of chemistry physics and biology I would have put all of my tokens on the undirected answer but I put ten of them on the unknown answer not because we dont know which of the two choices it actually was but because the specifics of the undirected occurrences are unknown such as the chronological order of events the speed of events etc therefore there are some things that remain unknown and which may likely remain unknown forever,16.079,134.796,186.985,3,1,5,15.138,34.778,41.286,4,40,21.807,21.807,24.442,1,20,1,5,2,2,0,1,5,5,5,1,71,70,10,That I dont believe in anything other than the laws of science,2,1180,71,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
70.160.8.35,227,8/24/26 11:04,R_6NfcR4ZWriJOF57,36.6434,-76.242,6941cdb9197f38560754f881,cosmo,0,0,26.777,0,0,0,14.901,0,0,50,50,3.341,7.058,9.393,2,I mostly agree with the big bang theory but I also need more concrete proof I definitely dont believe it was any supreme being or entity that created our universe,1.391,1.391,43.436,1,1,5,5.892,14.809,15.664,3,66,6.907,6.907,9.911,1,1,3,5,1,3,0,1,5,5,5,1,40,50,11,I dont practice any religion,2,457,40,Female,Asian,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
174.170.152.180,690,8/24/26 11:08,R_7uR1Me7e3Sveq0q,29.8323,-95.736,6941ea06ff58dba22b3d7d27,cosmo,0,0,54.875,0,0,0,17.042,0,88,2,10,6.134,9.351,13.406,2,I believe that the big bang of the universe did not happen by itself so I feel completely certain that there is a higher power that is behind the creation of the universe,19.195,115.729,134.442,4,5,1,18.709,27.193,50.168,2,80,19.427,19.427,35.106,1,10,2,4,5,2,4,3,2,2,4,1,32,60,12,monotheistic,2,875,32,Male,Asian,Pakistan,United States,United States,Urdu,No,Full-Time
98.29.148.96,657,8/24/26 11:08,R_5DXN6JCpy7IFaNP,39.8411,-84.4183,696a651a32c5d3c0adb0b7cc,cosmo,0,0,29.812,0,10.449,10.449,11.158,1,2,70,28,5.599,29.641,35.6,5,I mostly think that the universe is undirected and can be scientifically explained even if we dont yet have the full ability to do so It makes sense to me that life the universe and everything that has come to exist as far as we know it makes sense under the laws of the universe and generation of heat matter However I believe there is still a great deal we dont know especially in terms of physics and understanding life and the energy of the universe I believe a great deal of this is knowable and yet some things are still unknowable to humans either because we dont yet have the ability to know or because it is truly unknowable in some way This is where I leave room for a directed Universe because I believe the Universe is vast and if life exists there is room for a greater being or over all directing of the Universe that we just dont understand or know even if this possibility is small,2.452,2.452,192.685,1,3,5,5.99,18.407,20.347,2,73,4.791,9.619,10.401,2,38,3,3,2,2,0,2,4,3,4,1,38,100,11,Agnostic spiritually open but interested in science and better understanding the Universe through whatever means available,2,1562,38,Female,White,United States,United States,United States,English,No,Full-Time
47.194.183.178,236,8/24/26 11:00,R_6YSqF0h1wgf0p7x,27.8556,-82.8231,697a813ce489e79c71914b00,cosmo,5.058,5.058,14.012,1,0,0,8.892,0,40,40,20,19.327,43.188,50.822,3,I honestly am not sure I think there very well could be a higher power but I am not completely sure and am open to the idea of anything,2.557,2.557,41.691,1,4,3,4.083,14.126,14.635,3,28,12.578,12.578,13.107,1,10,2,4,5,3,0,1,3,3,3,1,23,77,11,None,2,357,23,Female,White,United States,United States,United States,English,Yes,Other
108.80.164.62,257,8/24/26 11:02,R_5psRT3DNu6BWTZR,35.2599,-80.4253,69815bc41e1ce32a7bd62082,cosmo,0,0,18.058,0,0,0,5.455,0,75,5,20,3.343,12.574,18.432,9,Most people do not realize that the Big Bang theory was theorized by a Belgian priest and does not contradict the existence of a higher power in any sense Humans are instilled with a pursuit to find meaning even in a universe that gives no true direct answer,1.334,1.334,88.701,1,4,5,3.105,8.605,11.147,3,77,6.094,6.094,8.084,1,35,3,2,4,2,6,2,3,5,5,1,21,45,11,Deist,2,1629,21,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
98.60.122.8,159,8/24/26 11:03,R_5EnGo6eMgfBJWOf,35.6591,-106.0171,69825c86cddbaaf597609d06,cosmo,0,0,1.664,0,0,0,2.887,0,60,0,40,8.402,8.402,12.188,1,The universe is complex and we dont fully understand how an intelligence could direct the order of it but it seems like one would have to,0.868,0.868,21.022,1,3,2,3.097,13.985,14.787,2,82,2.348,5.421,6.802,2,92,1,5,4,2,0,1,1,4,3,1,38,100,5,I believe in a higher power not much more to say Its not part of a group,2,481,38,Male,White,United States,United States,United States,English,No,Other
71.196.25.194,376,8/24/26 11:03,R_38sAHA0g6vXBg53,25.9381,-80.3146,6983549b2eeaffbc45367e23,cosmo,9.519,9.519,18.863,1,0,0,28.129,0,10,25,65,1.611,36.601,40.047,6,i gave most tokens to unknowable because current evidence cannot determine whether the universe has a purposeful designer or if it arose naturally i gave more weight to undirected because science supports natural explanations,22.07,22.953,96.572,4,2,4,36.01,42.119,45.899,2,20,21.983,38.697,39.362,2,70,2,5,5,2,0,5,4,4,4,1,29,50,11,agnostic,2,4356,29,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
69.201.69.119,389,8/24/26 11:03,R_16i4DlcJFfTq8gx,43.0842,-75.2287,699293129f0baf693f34d7db,cosmo,0,0,11.602,0,0,0,30.759,0,40,10,50,22.514,29.751,36.422,3,we just dont have the evidence to prove how things worked or were uunderstood before physics kicked in I lean a little bit toward undirected because science explains so much but leaving still a tiny possibility open for something intentional,23.176,88.742,90.576,2,2,4,17.581,34.636,34.804,4,24,19.701,19.701,22.92,1,61,3,4,3,5,0,1,4,5,4,1,28,100,11,i believe there is something out there controlling things but i dont think or know if its a specific person doing it i believe in fate and karma i believe in reincarnation and heaven but i dont necessarily believe everything in the bible and what we know is on the basis of old translation and misinterpretation throughout the years,2,1919,28,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
172.56.28.157,485,8/24/26 11:12,R_6Vygwh719VzrSSe,39.9668,-75.1512,69a030ca900ddc76d16eeff6,cosmo,7.329,7.329,10.457,1,0,0,3.698,0,60,15,25,11.694,34.56,39.263,4,I distributed my points the way I did because Direct Origin means something came directly from a specific person location or documented source And unknown origin there isnt enough information to identify where it came from,43.666,130.805,137.864,9,4,2,8.303,25.102,26.499,6,90,14.082,14.082,14.841,1,88,3,4,5,4,3,2,3,2,2,1,41,59,1,I identify as Baptist,2,279,41,Female,Mixed,United States,United States,United States,English,No,Part-Time
98.35.49.234,370,8/24/26 11:02,R_1ptDbs2nSailEIe,37.0406,-122.066,69a88d82606fe4133221a3a3,cosmo,0,0,32.835,0,0,0,12.158,0,0,0,100,9.871,9.871,13.378,1,I am merely a tiny speck on a speck in the infinite universe There is no possible way for my brain to comprehend or even begin to try and understand the meaning or origins of the universe,5.65,92.667,162.123,3,4,4,6.06,15.121,16.586,2,40,8.357,8.357,12.163,1,50,3,4,5,1,0,1,3,5,5,1,53,50,11,non religious,2,1504,53,Female,White,United States,United States,United States,English,No,Part-Time
76.139.225.45,383,8/24/26 11:05,R_1e5gJVBRK4DrrgX,42.12,-85.5328,69ac4a8252f08f66b05aa859,cosmo,0,0,15.057,0,9.332,9.332,17.719,1,25,35,40,11.581,50.419,54.52,10,I based my allocation on the distinction between scientific evidence and philosophical possibility Current evidence supports natural explanations but it does not conclusively rule out purposeful design Because the ultimate nature and origin of reality remain uncertain I gave the highest allocation to the unknowable position,5.624,32.092,43.537,2,2,4,7.201,53.951,55.237,8,73,15.888,19.895,21.367,4,76,2,3,4,3,3,2,4,3,4,1,57,84,2,Christian,2,2588,57,Male,Black,Zimbabwe,United States,United States,English,No,Full-Time
97.171.71.59,355,8/24/26 11:02,R_6MYdwAk2DpkGXvc,39.7351,-105.0269,69b076a526319c2340635e7b,cosmo,0,0,60.043,0,0,0,22.858,0,0,90,10,3.555,10.815,16.357,2,Many scientists have confirmed the big bang theory Of course there are also religious theories But those are faith based not based on scientific facts I did not include that option in my allocations There is a slight chance we dont understand still so I gave very few tokens to that option with the majority going towards the scientific based theory,1.847,1.847,89.341,1,2,3,22.158,29.662,31.175,3,71,17.511,17.673,18.982,2,20,2,3,4,3,0,1,1,1,1,1,58,90,2,I consider myself Catholic but I do not go to church,2,2592,58,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66.220.182.242,564,8/24/26 11:06,R_364HNWIdInhNjAF,31.1823,-83.7641,69bd7a290904de89d64582c4,cosmo,0,0,36.801,0,0,0,14.921,0,10,10,80,9.15,28.998,33.994,4,I dont feel we have any way to really know who or what is out there Part of me believes theres something out there with a higher power then ours but how do we go about proving that Even if there were I dont think its one single god but rather a collection of many beings,1.337,1.337,115.246,1,3,4,7.974,28.71,30.186,2,21,8.776,8.776,14.578,1,10,5,2,2,5,0,1,3,2,5,1,19,100,11,I dont really follow a religion And what I believe changes day to day Most often though i think there likely is something of higher power out there we just have no way of proving it for a fact,2,638,19,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
173.174.169.12,668,8/24/26 11:07,R_6eWSmzGheXtjU14,29.5551,-98.7442,69c18a00e2dda81d36779ad8,cosmo,0,0,242.225,0,0,0,33.704,0,0,0,100,25.261,25.261,28.5,1,There is no way of knowing the purpose for something when we dont even fully understand its creation We do not have enough knowledge to make that determination Understanding creation leads to understanding purpose,1.43,99.016,127.079,3,1,5,11.346,37.501,38.875,2,30,11.006,17.648,21.094,2,51,1,5,5,3,0,1,3,3,3,1,53,57,13,Spiritual,2,2070,53,Female,Black,United States,United States,United States,DATA_EXPIRED,DATA_EXPIRED,Full-Time
75.194.37.85,265,8/24/26 11:00,R_51YIrq01DNwsswN,41.5335,-87.8931,69cae4e99074fbdb787f1aad,cosmo,0,0,19.103,0,0,0,7.783,0,87,12,1,4.007,4.158,7.373,2,In order to create a beginning there has to be some sort of framework to start it Some type of energy force has to have always existed without a beginning or end,3.869,3.869,52.107,1,2,4,6.945,14.194,15.305,3,14,6.425,9.508,10.661,2,6,2,2,3,3,7,6,2,1,2,1,33,50,7,Muslim,2,830,33,Male,Mixed,United States,United States,United States,English,No,Full-Time
35.147.241.125,747,8/24/26 11:14,R_5qJa49RLSAnAESQ,32.8236,-96.6814,69cfeaffaec5ff9e78b4478f,cosmo,0,0,5.271,0,0,0,15.84,0,10,45,45,4.64,43.136,48.503,5,Id say there is no clear reason why humans exist Some who have faith are welcome to have it but it doesnt explain the origins of multiple galaxies,2.772,137.598,175.403,2,3,3,49.755,103.291,105.102,2,25,12.368,12.368,13.907,1,23,4,3,4,3,0,1,5,5,5,1,35,61,5,very little belief,2,739,35,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
72.89.161.162,208,8/24/26 11:00,R_5stekNgF8mfjHWy,40.7114,-74.0005,69da70ae06cb60aff161fb2c,cosmo,5.475,7.809,13.147,2,0,0,5.41,0,10,80,10,1.619,10.189,13.337,4,I think that science has shown us that there are laws that govern the universe even though we cant fully understand them all This makes me think that the universe is mostly undirected However because there is so much that we still dont understand I think theres room for doubt that there may be a higher power out there or that the truth is unknowable,1.785,1.785,77.796,1,2,4,3.51,8.894,10.609,3,30,6.923,10.335,10.907,3,23,2,4,4,2,0,1,5,5,5,1,31,85,11,Raised catholic but now agnostic,2,1081,31,Female,White,United Kingdom,United States,United States,English,No,Full-Time
100.17.207.108,403,8/24/26 11:02,R_7q4sl7XgCISbDiY,40.8123,-73.0784,69e0422f029a8b849d3e85ca,cosmo,0,0,25.186,0,0,0,6.93,0,15,50,35,4.925,14.568,26.902,3,At this point Id say odds are that there is no controlling force besides the laws of nature However there is a decent chance that we are simply not smart enough to understand or comprehend the meaning of the universe Sort of like the same way a cricket cant understand mathematics its just beyond our comprehension There is also a smaller chance there is a guiding intelligence behind everything but without any evidence for that Id put that at the lowest percentage,2.935,2.935,142.773,1,2,4,7.727,18.58,27.624,2,60,16.116,18.92,20.671,2,55,2,4,4,3,0,1,5,5,5,1,58,80,11,agnostic cannot be certain of a higher power,2,1922,58,Male,White,United States,United States,United States,English,No,Full-Time
35.151.61.39,518,8/24/26 11:10,R_3Mleazwt2FH2RiN,35.3135,-120.8369,69e79a9129a4d2c140642ae3,cosmo,0,0,60.834,0,0,0,36.092,0,0,99,1,30.466,44,53.201,2,I believe in science over faith A purposeful design indicates to me a higher power The only higher power is nature and nature has its own mechanisms,7.603,117.085,118.562,2,3,5,7.46,25.168,35.602,2,70,19.972,19.972,24.793,1,30,2,4,4,2,0,1,5,5,5,1,79,100,10,athiest,2,1486,79,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
73.22.227.119,236,8/24/26 11:06,R_5mF5Mw1X02GXjX3,41.3693,-88.4179,69ecc0e01df33a8b5fa811f2,cosmo,0,0,26.532,0,0,0,9.328,0,20,60,20,13.813,26.684,31.648,4,i spread out my tokens the way i did because to be honest with you i am not fully confident at all of any of the answers so i thought it would be smart to spread them out I have one choice i would believe more than the others but i am defintely not very confident in that answer,2.173,2.173,50.917,1,2,3,5.696,14.223,16.195,2,43,5.618,5.618,6.637,1,73,1,4,5,1,0,1,5,5,5,1,35,45,11,i dont have a religion,2,1709,35,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
108.160.180.79,737,8/24/26 11:10,R_6OADE6ktXHdFIat,32.4587,-97.3996,69ecffe383301bbf256fa3ef,cosmo,3.44,66.358,68.698,3,0,0,21.495,0,90,10,0,16.942,30.217,46.103,4,I am religious and believe that God created the heavens and earth If you read the bible it is historically accurate and gives witness testimony to the events that took place as far as Moses being directed by God to build the Arc to save people and animals before the flood It also has witness testimony of Jesus rising from the grave after his crusifiction which is why I gave it 90 tokens I gave 10 to the theory of the big bang because its what weve always been taught I also believe that God may have used this method to create the heavens and earth,7.05,289.529,292.353,7,4,3,14.297,43.796,45.029,7,40,8.268,18.27,19.289,4,85,2,5,5,2,29,5,2,1,1,1,48,9,5,Christian Baptist,2,420,48,Male,White,United States,United States,United States,English,No,Other
71.197.113.16,318,8/24/26 11:03,R_6Oi5SLwY4bSipeB,36.7539,-119.7085,69ef7f22c7d65b937a595632,cosmo,0,0,36.744,0,0,0,8.374,0,0,90,10,2.577,7.651,11.512,2,i understand for those who believe in a god would fiercely fight me on my opinion but i tend to rely more on facts Theres tons of scientific data that states the universe is ever expanding and there are certain laws of physics at play With the literal infinite number of stars and planets out there it was just a matter of time that there was gonna be life on one of them Id go as far as to say were not alone,7.529,28.295,123.873,2,1,5,4.598,10.028,10.796,2,15,9.712,9.712,10.427,1,30,4,3,2,3,0,1,1,1,1,1,33,100,11,agnostic Dont know whats out there but im open to something if im proven wrong,2,1774,33,Male,Mixed,United States,United States,United States,English,No,Full-Time
